"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol","Description","GeneType","EnsemblGeneID"
"7272",140.009071707624,3.79475720341801,0.502604321445181,7.5501881728884,4.34629817537434e-14,3.874868690359e-12,"TTK","TTK protein kinase","protein-coding","ENSG00000112742"
"8339",164.033376750186,3.844542105259,0.514719156721911,7.46920345794727,8.06817099146506e-14,6.85848143384108e-12,"H2BC8","H2B clustered histone 8","protein-coding","ENSG00000273802"
"3012",86.7983478491899,3.17853522156772,0.431562230931378,7.36518396132106,1.76902746334474e-13,1.41009675092217e-11,"H2AC8","H2A clustered histone 8","protein-coding","ENSG00000277075"
"55083",464.520809245673,3.74166911679184,0.515041295328812,7.26479439751155,3.73606093872058e-13,2.81989944657945e-11,"KIF26B","kinesin family member 26B","protein-coding","ENSG00000162849"
"51512",318.897473725391,3.35254942597678,0.461679494914004,7.26163813405065,3.82430178412548e-13,2.8780120514829e-11,"GTSE1","G2 and S-phase expressed 1","protein-coding","ENSG00000075218"
"990",183.496851967565,2.47168175360927,0.341192229269117,7.24424984386065,4.34839189355584e-13,3.24379893237356e-11,"CDC6","cell division cycle 6","protein-coding","ENSG00000094804"
"891",565.406584480521,2.3799244533235,0.334039005280882,7.12469027777849,1.04314990169694e-12,7.4764920265321e-11,"CCNB1","cyclin B1","protein-coding","ENSG00000134057"
"5347",484.143764417011,2.67149236238775,0.377859210943824,7.07007341627282,1.54851749651511e-12,1.07376469331524e-10,"PLK1","polo like kinase 1","protein-coding","ENSG00000166851"
"440689",85.4310335608961,2.26388817695026,0.323695970953196,6.99387196659793,2.67401605367585e-12,1.76925217145594e-10,"H2BC18","H2B clustered histone 18","protein-coding","ENSG00000203814"
"9133",253.141375252599,3.63391184831282,0.520415309505854,6.98271511605472,2.89529149108118e-12,1.8998582080847e-10,"CCNB2","cyclin B2","protein-coding","ENSG00000157456"
"29968",339.821456677188,2.04695045258575,0.29803047915967,6.86825877124163,6.4990254501548e-12,4.01668029451959e-10,"PSAT1","phosphoserine aminotransferase 1","protein-coding","ENSG00000135069"
"10381",1748.81004665168,3.46035660376122,0.504051738000289,6.86508217884417,6.6452987092546e-12,4.07753616483687e-10,"TUBB3","tubulin beta 3 class III","protein-coding","ENSG00000258947"
"10993",212.704199939015,2.81211816168592,0.413414323317192,6.8021788387054,1.03048559987812e-11,6.04748510185353e-10,"SDS","serine dehydratase","protein-coding","ENSG00000135094"
"9212",211.64545564205,3.32198904540508,0.488995176163159,6.7935006465108,1.09444747382053e-11,6.37895843112661e-10,"AURKB","aurora kinase B","protein-coding","ENSG00000178999"
"1870",138.365942152413,3.02333929326328,0.446459201666071,6.771815390927,1.27176356475364e-11,7.24735285776202e-10,"E2F2","E2F transcription factor 2","protein-coding","ENSG00000007968"
"9232",252.597687996643,2.76358432587152,0.412589269972809,6.69814880559944,2.1107627487302e-11,1.16146422476903e-09,"PTTG1","PTTG1 regulator of sister chromatid separation, securin","protein-coding","ENSG00000164611"
"10112",326.708478393488,3.0291176152215,0.452692475733651,6.6913363433143,2.21141725863081e-11,1.21163883076203e-09,"KIF20A","kinesin family member 20A","protein-coding","ENSG00000112984"
"127602",185.307111260354,2.1493355519484,0.323747824309025,6.63891890713313,3.15992172550148e-11,1.66022417228761e-09,"DNAH14","dynein axonemal heavy chain 14","protein-coding","ENSG00000185842"
"983",438.125516420689,2.89648263056678,0.440823853399016,6.570612293852,5.01087773379491e-11,2.51892590519863e-09,"CDK1","cyclin dependent kinase 1","protein-coding","ENSG00000170312"
"9928",54.3529795293707,4.22987217730122,0.651090615041146,6.49659521975126,8.21581235425424e-11,3.93805232222095e-09,"KIF14","kinesin family member 14","protein-coding","ENSG00000118193"
"3832",312.410537040758,3.17185814757113,0.488838696569884,6.48855782045823,8.66618982898943e-11,4.12927000287435e-09,"KIF11","kinesin family member 11","protein-coding","ENSG00000138160"
"11004",363.583308801092,3.34235916159729,0.515857024021031,6.47923553612604,9.21884978650975e-11,4.37630258789286e-09,"KIF2C","kinesin family member 2C","protein-coding","ENSG00000142945"
"113130",308.040140713848,2.7072653887552,0.422148449809035,6.41306485900842,1.42622804519996e-10,6.52824633140095e-09,"CDCA5","cell division cycle associated 5","protein-coding","ENSG00000146670"
"1029",723.254862017398,2.61085143623037,0.40820998327181,6.39585395561458,1.59652545457653e-10,7.19195366307213e-09,"CDKN2A","cyclin dependent kinase inhibitor 2A","protein-coding","ENSG00000147889"
"2305",923.180828362159,2.74287542580239,0.444701221280488,6.16790621330983,6.92001655832454e-10,2.80162126072547e-08,"FOXM1","forkhead box M1","protein-coding","ENSG00000111206"
"4173",1667.81232962059,2.32235852123205,0.38320695092116,6.06032462524366,1.35847096326937e-09,5.20347253550499e-08,"MCM4","minichromosome maintenance complex component 4","protein-coding","ENSG00000104738"
"4998",101.841583296966,2.95411065393375,0.488855461555341,6.04291224349825,1.51356989140805e-09,5.74595145570591e-08,"ORC1","origin recognition complex subunit 1","protein-coding","ENSG00000085840"
"1062",118.079875968396,2.70813230867741,0.449639688347522,6.02289428370994,1.7132535406542e-09,6.37165964312777e-08,"CENPE","centromere protein E","protein-coding","ENSG00000138778"
"57082",79.624827506324,3.40842623459023,0.567614595610341,6.00482485994787,1.91538546754842e-09,7.02965604228417e-08,"KNL1","kinetochore scaffold 1","protein-coding","ENSG00000137812"
"3833",611.422425982029,2.88199861364318,0.481526320454756,5.98513205035481,2.16214374475597e-09,7.85834829503851e-08,"KIFC1","kinesin family member C1","protein-coding","ENSG00000237649"
"9700",232.854230204835,2.49888906696769,0.418013791452388,5.97800627171967,2.25885040286884e-09,8.15193304064952e-08,"ESPL1","extra spindle pole bodies like 1, separase","protein-coding","ENSG00000135476"
"898",165.144452420574,2.42692432899711,0.406894905213733,5.96449918123772,2.45385499723539e-09,8.76910444333266e-08,"CCNE1","cyclin E1","protein-coding","ENSG00000105173"
"995",65.1930820682612,2.22444257498505,0.387641973552548,5.73839451543169,9.5578263861481e-09,3.03091947354427e-07,"CDC25C","cell division cycle 25C","protein-coding","ENSG00000158402"
"10403",143.508820257143,2.42954260356842,0.430107418628593,5.64868797500649,1.61677001317988e-08,4.87259061569299e-07,"NDC80","NDC80 kinetochore complex component","protein-coding","ENSG00000080986"
"81930",97.1194215504773,2.95499565326068,0.527878749096312,5.59786818150836,2.17003645689872e-08,6.36751408516831e-07,"KIF18A","kinesin family member 18A","protein-coding","ENSG00000121621"
"64581",490.136568493469,2.20192805867123,0.400406794618344,5.49922750629156,3.81458703287274e-08,1.06554408744667e-06,"CLEC7A","C-type lectin domain containing 7A","protein-coding","ENSG00000172243"
"56992",92.0272037786505,2.82331144058667,0.514050266151486,5.4922867013061,3.96762601862784e-08,1.10467515711241e-06,"KIF15","kinesin family member 15","protein-coding","ENSG00000163808"
"81620",328.978599071773,2.6513481069101,0.484382054705473,5.47367120881934,4.40806593768435e-08,1.21540068046907e-06,"CDT1","chromatin licensing and DNA replication factor 1","protein-coding","ENSG00000167513"
"4085",196.388179413016,2.22348725356954,0.407198776816664,5.46044678953108,4.74937824176191e-08,1.29831560974318e-06,"MAD2L1","mitotic arrest deficient 2 like 1","protein-coding","ENSG00000164109"
"9119",59.1951097495989,4.39646620345498,0.807097944011756,5.44725238872736,5.11538535793116e-08,1.3850514831046e-06,"KRT75","keratin 75","protein-coding","ENSG00000170454"
"8347",93.3912404369347,2.44497005657466,0.457938622157681,5.33907807350826,9.3420410797522e-08,2.40477671134426e-06,"H2BC4","H2B clustered histone 4","protein-coding","ENSG00000180596"
"9493",217.86114375269,2.44053614978601,0.45839611204805,5.32407689690481,1.01466979428e-07,2.57975754334008e-06,"KIF23","kinesin family member 23","protein-coding","ENSG00000137807"
"4171",1118.71425162999,2.41230467469447,0.456579085359752,5.28343227284216,1.26785748976011e-07,3.16185863455088e-06,"MCM2","minichromosome maintenance complex component 2","protein-coding","ENSG00000073111"
"23581",1346.88917877804,6.17055434216666,1.17563946105109,5.24867916278502,1.53193607743431e-07,3.76538409349776e-06,"CASP14","caspase 14","protein-coding","ENSG00000105141"
"8318",140.978273484823,2.72730750893617,0.545623164416149,4.9985185505358,5.77724496612579e-07,1.2002884257942e-05,"CDC45","cell division cycle 45","protein-coding","ENSG00000093009"
"890",247.372312836926,2.11908476985917,0.436184087859219,4.85823492612854,1.18436833023266e-06,2.24145210544846e-05,"CCNA2","cyclin A2","protein-coding","ENSG00000145386"
"1763",149.282653007994,2.20531191338559,0.466870166278538,4.72360855902256,2.31696186669907e-06,4.08574109464018e-05,"DNA2","DNA replication helicase/nuclease 2","protein-coding","ENSG00000138346"
"6768",2882.48813557946,2.14454447671842,0.454530106923558,4.71815715626312,2.37990621955575e-06,4.18807843464739e-05,"ST14","ST14 transmembrane serine protease matriptase","protein-coding","ENSG00000149418"
"993",106.776418996438,2.37483382858371,0.505768645394247,4.69549437318821,2.65962689881749e-06,4.57953388021824e-05,"CDC25A","cell division cycle 25A","protein-coding","ENSG00000164045"
"3576",672.592226206667,2.41502745885058,0.546978094497501,4.41521787279109,1.00908306597572e-05,0.000144502860523645,"CXCL8","C-X-C motif chemokine ligand 8","protein-coding","ENSG00000169429"
"3892",445.509919587516,2.4384871418746,0.554947212238359,4.39408846120526,1.1123851553409e-05,0.000157846350013277,"KRT86","keratin 86","protein-coding","ENSG00000170442"
"102724560",319.852300636298,2.01642438272821,0.501592226233126,4.02004711650182,5.81865032270163e-05,0.000660815826928392,"LOC102724560","cystathionine beta-synthase like","protein-coding","ENSG00000274276"
"875",360.04350023152,2.01707794305545,0.511544268926887,3.94311512332424,8.04300220246312e-05,0.000869072201665641,"CBS","cystathionine beta-synthase","protein-coding","ENSG00000160200"
"7138",215.781311158427,2.98023206271327,0.762282111063637,3.90961826265981,9.24420899375407e-05,0.000976193047970225,"TNNT1","troponin T1, slow skeletal type","protein-coding","ENSG00000105048"
"6278",9164.49030568446,4.91990243393716,1.28430282451449,3.83079624215344,0.000127729247889378,0.00127764201162843,"S100A7","S100 calcium binding protein A7","protein-coding","ENSG00000143556"
"547",127.985187742179,2.86213367818541,0.762226802326173,3.75496331203614,0.000173366871161145,0.00164659915827773,"KIF1A","kinesin family member 1A","protein-coding","ENSG00000130294"
"3868",2260.38313944363,2.40782811194006,0.68462383138343,3.51700890556867,0.000436439138641752,0.00354964025442673,"KRT16","keratin 16","protein-coding","ENSG00000186832"
"1041",229.927970335291,2.40351296386382,0.698284336540593,3.44202617485477,0.000577374379246384,0.00445649419058137,"CDSN","corneodesmosin","protein-coding","ENSG00000204539"
"6280",28649.9597505891,3.13857254608495,0.949774692449213,3.30454429986066,0.000951309402089509,0.0066871301294682,"S100A9","S100 calcium binding protein A9","protein-coding","ENSG00000163220"
"3853",1482.7857331257,3.30910383393201,1.03130980487833,3.20864188266144,0.00133363489746458,0.00874518608955053,"KRT6A","keratin 6A","protein-coding","ENSG00000205420"
"26154",132.887921575586,2.77322503975644,0.876134426205667,3.16529627966639,0.00154925108048226,0.00984372669389114,"ABCA12","ATP binding cassette subfamily A member 12","protein-coding","ENSG00000144452"
"6279",10597.7068396752,3.36458430168679,1.06615715414796,3.15580520995111,0.0016005571206031,0.0101219612073336,"S100A8","S100 calcium binding protein A8","protein-coding","ENSG00000143546"
"9076",866.06850445808,2.08388938951306,0.661140400801625,3.15196195390021,0.00162177403146241,0.0102308511200761,"CLDN1","claudin 1","protein-coding","ENSG00000163347"
"1644",135.195501114299,3.66891448777147,1.16779616141255,3.14174220553493,0.00167945836526266,0.0105195351755142,"DDC","dopa decarboxylase","protein-coding","ENSG00000132437"
"5652",2710.81287426931,2.31579982482629,0.738239057576693,3.13692400999212,0.00170730371008464,0.0106522262935713,"PRSS8","serine protease 8","protein-coding","ENSG00000052344"
"338324",953.762195296566,4.175292057735,1.42404866454345,2.93198691989476,0.0033680093184669,0.0183238899493116,"S100A7A","S100 calcium binding protein A7A","protein-coding","ENSG00000184330"
"3887",2456.4717689038,2.60860381227135,0.998264852725987,2.61313799153398,0.00897150710076345,0.0393461136467872,"KRT81","keratin 81","protein-coding","ENSG00000205426"
