"Gene","Drug","Drug_Concept_ID","Interaction_Score","Interaction_Type","Directionality","Sources","PubMed_IDs","Program"
"PLK1","CAFUSERTIB","chembl:CHEMBL3545354",0.278589418385699,"inhibitor","INHIBITORY","ChEMBL",NA,"Proliferation"
"PLK1","LANSOPRAZOLE","rxcui:17128",0.0107149776302192,NA,NA,"DTC",NA,"Proliferation"
"PLK1","THIOGUANOSINE","chembl:CHEMBL283078",0.0557178836771397,NA,NA,"DTC",NA,"Proliferation"
"PLK1","LIPID ENCAPSULATED ANTI-PLK1 SIRNA TKM-PLK1","ncit:C116889",0.278589418385699,NA,NA,"TdgClinicalTrial",NA,"Proliferation"
"PLK1","AMBUNOL","chembl:CHEMBL454893",0.0557178836771397,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1271059","chembl:CHEMBL1271059",0.0928631394618995,NA,NA,"DTC",NA,"Proliferation"
"PLK1","LOBARIC ACID","chembl:CHEMBL551842",0.0185726278923799,NA,NA,"DTC",NA,"Proliferation"
"PLK1","PENTOSALEN","chembl:CHEMBL453805",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","LOMOFUNGIN","chembl:CHEMBL1505471",0.0185726278923799,NA,NA,"DTC",NA,"Proliferation"
"PLK1","EUFLAVINE","chembl:CHEMBL354349",0.0174118386491062,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL592558","chembl:CHEMBL592558",0.0696473545964246,NA,NA,"DTC",NA,"Proliferation"
"PLK1","HEXACHLOROPHENE","rxcui:5293",0.00679486386306582,NA,NA,"DTC",NA,"Proliferation"
"PLK1","GYROPHORIC ACID","chembl:CHEMBL470648",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL602807","chembl:CHEMBL602807",0.0348236772982123,NA,NA,"DTC",NA,"Proliferation"
"PLK1","BENZBROMARONE","rxcui:1385",0.0163876128462176,NA,NA,"DTC",NA,"Proliferation"
"PLK1","WNY0824","iuphar.ligand:12143",0.0557178836771397,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"PLK1","PYRONIN Y","chembl:CHEMBL1486690",0.0154771899103166,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1707907","chembl:CHEMBL1707907",0.0696473545964246,NA,NA,"DTC",NA,"Proliferation"
"PLK1","APOMORPHINE HYDROCHLORIDE","chembl:CHEMBL3187985",0.0132661627802714,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL374632","chembl:CHEMBL374632",0.0253263107623362,NA,NA,"DTC",NA,"Proliferation"
"PLK1","HYDROXYZINE PAMOATE","chembl:CHEMBL1200467",0.0278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","INAMRINONE","rxcui:738",0.0154771899103166,NA,NA,"DTC",NA,"Proliferation"
"PLK1","ELLAGIC ACID","iuphar.ligand:13035",0.00994962208520352,NA,NA,"DTC",NA,"Proliferation"
"PLK1","TOPOTECAN HYDROCHLORIDE","chembl:CHEMBL1607",0.0253263107623362,NA,NA,"DTC",NA,"Proliferation"
"PLK1","ERYTHROMYCIN","rxcui:4053",0.0121125834080739,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CEFSULODIN SODIUM","rxcui:267417",0.0348236772982123,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL125044","chembl:CHEMBL125044",0.0309543798206332,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1486366","chembl:CHEMBL1486366",0.0309543798206332,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL599957","chembl:CHEMBL599957",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","VANITIOLIDE","chembl:CHEMBL1380480",0.0928631394618995,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL103583","chembl:CHEMBL103583",0.0348236772982123,NA,NA,"DTC",NA,"Proliferation"
"PLK1","2,6-DIMETHOXYQUINONE","chembl:CHEMBL448515",0.0397984883408141,NA,NA,"DTC",NA,"Proliferation"
"PLK1","GW7647","iuphar.ligand:2674",0.00960653166847237,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL121556","chembl:CHEMBL121556",0.0928631394618995,NA,NA,"DTC",NA,"Proliferation"
"PLK1","COMPOUND 6 [PMID: 30125504]","iuphar.ligand:10073",0.139294709192849,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"PLK1","OXIDOPAMINE HYDROCHLORIDE","chembl:CHEMBL451197",0.0163876128462176,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL555260","chembl:CHEMBL555260",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL116548","chembl:CHEMBL116548",0.0232157848654749,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL495852","chembl:CHEMBL495852",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","SLAZINIC ACID","chembl:CHEMBL172439",0.0132661627802714,NA,NA,"DTC",NA,"Proliferation"
"PLK1","SENNOSIDE B","chembl:CHEMBL445268",0.0174118386491062,NA,NA,"DTC",NA,"Proliferation"
"PLK1","PYROGALLOL RED","chembl:CHEMBL210208",0.0111435767354279,NA,NA,"DTC",NA,"Proliferation"
"PLK1","DUAL BRD4/PLK1 INHIBITOR 23","iuphar.ligand:10072",0.139294709192849,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"PLK1","RG-1530","iuphar.ligand:10361",0.00323941184169417,NA,NA,"DTC",NA,"Proliferation"
"PLK1","THIMEROSAL","chembl:CHEMBL508338",0.0121125834080739,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1489812","chembl:CHEMBL1489812",0.0557178836771397,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL582764","chembl:CHEMBL582764",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","WORTMANNIN","ncit:C1277",0.0293252019353367,NA,NA,"NCI","17135248","Proliferation"
"PLK1","PROROXAN HYDROCHLORIDE","chembl:CHEMBL1334693",0.0397984883408141,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL429095","chembl:CHEMBL429095",0.00557178836771397,NA,NA,"DTC",NA,"Proliferation"
"PLK1","2,4-DIHYDROXYBENZOPHENONE","chembl:CHEMBL1392",0.0464315697309498,NA,NA,"DTC",NA,"Proliferation"
"PLK1","OMEPRAZOLE","rxcui:7646",0.00819380642310878,NA,NA,"DTC",NA,"Proliferation"
"PLK1","PENTACHLOROPHENOL","chembl:CHEMBL75967",0.019899244170407,NA,NA,"DTC",NA,"Proliferation"
"PLK1","LITHOCHOLIC ACID","iuphar.ligand:611",0.0253263107623362,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL535051","chembl:CHEMBL535051",0.278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","DIFFRACTAIC ACID","chembl:CHEMBL367741",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","SUCCIMER","rxcui:3446",0.0397984883408141,NA,NA,"DTC",NA,"Proliferation"
"PLK1","SOTRASTAURIN","ncit:C80630",0.00506526215246725,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL164449","chembl:CHEMBL164449",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","AMORFRUTIN A","chembl:CHEMBL491820",0.0696473545964246,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1871992","chembl:CHEMBL1871992",0.278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","4-CHLOROMERCURIBENZOIC ACID","chembl:CHEMBL575867",0.00994962208520352,NA,NA,"DTC",NA,"Proliferation"
"PLK1","DIPYRIDAMOLE","rxcui:3521",0.00546253761540585,NA,NA,"DTC",NA,"Proliferation"
"PLK1","TRITIOZINE","chembl:CHEMBL1414826",0.139294709192849,NA,NA,"DTC",NA,"Proliferation"
"PLK1","3,5-DIPHENYLISOXAZOLE","chembl:CHEMBL1374535",0.0696473545964246,NA,NA,"DTC",NA,"Proliferation"
"PLK1","TAK-960","chembl:CHEMBL2392545",0.557178836771397,"inhibitor","INHIBITORY","TTD; ChEMBL",NA,"Proliferation"
"PLK1","MYRICETIN","drugbank:DB02375",0.00647882368338834,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL599255","chembl:CHEMBL599255",0.0309543798206332,NA,NA,"DTC",NA,"Proliferation"
"PLK1","BETUNOLIC ACID","chembl:CHEMBL431525",0.278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL592124","chembl:CHEMBL592124",0.00898675543179673,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL274921","chembl:CHEMBL274921",0.0696473545964246,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL505670","chembl:CHEMBL505670",0.00795969766816282,NA,NA,"DTC",NA,"Proliferation"
"PLK1","BI 2536","drugbank:DB16107",0.278589418385699,NA,NA,"TTD",NA,"Proliferation"
"PLK1","IMIDACLOPRID","chembl:CHEMBL406819",0.278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","HMN-214","chembl:CHEMBL3991927",0.139294709192849,"inhibitor","INHIBITORY","ChEMBL",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL599098","chembl:CHEMBL599098",0.0348236772982123,NA,NA,"DTC",NA,"Proliferation"
"PLK1","ALPHAPRODINE HYDROCHLORIDE","chembl:CHEMBL1529817",0.278589418385699,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL388979","chembl:CHEMBL388979",0.0464315697309498,NA,NA,"DTC",NA,"Proliferation"
"PLK1","CHEMBL:CHEMBL1224755","chembl:CHEMBL1224755",0.0253263107623362,NA,NA,"DTC",NA,"Proliferation"
"PLK1","N-OLEOYLDOPAMINE","iuphar.ligand:5552",0.0154771899103166,NA,NA,"DTC",NA,"Proliferation"
"BUB1","BAY-320","iuphar.ligand:9126",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"BUB1","COMPOUND 2-3-2 [PMID: 24900824]","iuphar.ligand:8110",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"BUB1","COMPOUND 2-3-1 [PMID: 24900824]","iuphar.ligand:8111",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"BUB1","COMPOUND 2-1-1 [PMID: 24900824]","iuphar.ligand:8109",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"BUB1","BAY-524","iuphar.ligand:9127",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"BUB1","COMPOUND 2-13-1 [PMID: 24900824]","iuphar.ligand:8112",8.82199824888045,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"PPARG","GANCAONIN L","chembl:CHEMBL590636",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","MITOGLITAZONE","drugbank:DB11721",0.0756171278475467,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","BADGE","iuphar.ligand:2708",0.302468511390187,"agonist; inhibitor","ACTIVATING; INHIBITORY","GuideToPharmacology",NA,"Metabolic"
"PPARG","OLSALAZINE SODIUM","chembl:CHEMBL1201013",0.0756171278475467,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","CELECOXIB","rxcui:140587",0.00930672342739037,NA,NA,"PharmGKB","22336956","Metabolic"
"PPARG","LY-510929","iuphar.ligand:2657",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","TROGLITAZONE","rxcui:72610",0.0882199824888046,"agonist; agonist","ACTIVATING; ACTIVATING","DTC; GuideToPharmacology; ChEMBL","22424300; 22579484; 16680159; 22342624","Metabolic"
"PPARG","BENZBROMARONE","rxcui:1385",0.0177922653758933,NA,NA,"DTC",NA,"Metabolic"
"PPARG","APIGENIN","rxcui:1368130",0.00975704875452216,NA,NA,"DTC",NA,"Metabolic"
"PPARG","CHIGLITAZAR","iuphar.ligand:12287",0.201645674260125,"agonist; agonist","ACTIVATING; ACTIVATING","GuideToPharmacology; ChEMBL",NA,"Metabolic"
"PPARG","LEVOTHYROXINE","rxcui:10582",0.0252057092825156,NA,NA,"DTC",NA,"Metabolic"
"PPARG","NALED","chembl:CHEMBL1887067",0.0756171278475467,NA,NA,"DTC",NA,"Metabolic"
"PPARG","CLX-0921","drugbank:DB05854",0.302468511390187,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","MBX-2044","chembl:CHEMBL3545020",0.302468511390187,"modulator","NA","ChEMBL",NA,"Metabolic"
"PPARG","DICHLOROPHEN","chembl:CHEMBL33845",0.0168038061883437,NA,NA,"DTC",NA,"Metabolic"
"PPARG","LANIFIBRANOR","ncit:C166556",0.201645674260125,"agonist; agonist","ACTIVATING; ACTIVATING","GuideToPharmacology; ChEMBL",NA,"Metabolic"
"PPARG","TRIFLOXYSTROBIN","chemidplus:141517-21-7",0.100822837130062,NA,NA,"DTC",NA,"Metabolic"
"PPARG","PROCHLORAZ","chembl:CHEMBL522782",0.100822837130062,NA,NA,"DTC",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL599165","chembl:CHEMBL599165",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","NAVEGLITAZAR","chembl:CHEMBL181954",0.151234255695093,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","RAGAGLITAZAR","ncit:C75192",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","ALEGLITAZAR","ncit:C72687",0.302468511390187,"agonist","ACTIVATING","TdgClinicalTrial; ChEMBL",NA,"Metabolic"
"PPARG","TREPROSTINIL","rxcui:343048",0.0756171278475467,NA,NA,"TEND; TdgClinicalTrial",NA,"Metabolic"
"PPARG","GW7845","iuphar.ligand:2704",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","METHOTREXATE","rxcui:6851",0.00265323255605427,NA,NA,"DTC",NA,"Metabolic"
"PPARG","FENOFIBRIC ACID","iuphar.ligand:2662",0.22685138354264,NA,NA,"DTC","23566516; 22579484","Metabolic"
"PPARG","ATX08-001","chembl:CHEMBL3545278",0.302468511390187,"modulator","NA","ChEMBL",NA,"Metabolic"
"PPARG","JB991","drugbank:DB05081",0.302468511390187,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","MBX-2044","drugbank:DB05598",0.302468511390187,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","AD-5061","iuphar.ligand:2663",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","GW409544","iuphar.ligand:2656",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","[125I]SB-236636","iuphar.ligand:2710",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","ROSIGLITAZONE MALEATE","chembl:CHEMBL843",0.100822837130062,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","RIVOGLITAZONE","chembl:CHEMBL2104753",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","MESALAMINE","rxcui:52582",0.0432097873414553,"agonist; agonist","ACTIVATING; ACTIVATING","TdgClinicalTrial; GuideToPharmacology; ChEMBL",NA,"Metabolic"
"PPARG","BALSALAZIDE DISODIUM","chembl:CHEMBL1200760",0.0756171278475467,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","2-PHENYLPHENOL","chembl:CHEMBL108829",0.0604937022780374,NA,NA,"DTC",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL184450","chembl:CHEMBL184450",0.0216048936707276,NA,NA,"DTC",NA,"Metabolic"
"PPARG","ABIETIC ACID","chembl:CHEMBL71893",0.201645674260125,NA,NA,"DTC","24799257","Metabolic"
"PPARG","CHEMBL:CHEMBL2208196","chembl:CHEMBL2208196",0.604937022780374,NA,NA,"DTC","23189988","Metabolic"
"PPARG","ASPIRIN","rxcui:1191",0.00687428434977698,NA,NA,"PharmGKB","20224667","Metabolic"
"PPARG","KEPONE","chembl:CHEMBL462576",0.0252057092825156,NA,NA,"DTC",NA,"Metabolic"
"PPARG","SEIMATOPOLIDE A","chembl:CHEMBL2036277",0.604937022780374,NA,NA,"DTC","22424300","Metabolic"
"PPARG","BEZAFIBRATE","rxcui:1525",0.100822837130062,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","EFATUTAZONE DIHYDROCHLORIDE","ncit:C64764",0.302468511390187,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","PATULIN","chembl:CHEMBL294018",0.0336076123766874,NA,NA,"DTC",NA,"Metabolic"
"PPARG","NETOGLITAZONE","ncit:C72822",0.604937022780374,"modulator; agonist","NA; ACTIVATING","GuideToPharmacology; ChEMBL",NA,"Metabolic"
"PPARG","CLX-0921","chembl:CHEMBL5314405",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","GLABROL","chembl:CHEMBL462721",0.302468511390187,NA,NA,"DTC","20022509","Metabolic"
"PPARG","NAVEGLITAZAR","ncit:C75191",0.151234255695093,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","AD5075","iuphar.ligand:2701",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL2178586","chembl:CHEMBL2178586",0.604937022780374,NA,NA,"DTC","22934537","Metabolic"
"PPARG","ECHINATIN","chembl:CHEMBL141530",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","CHEMBL:CHEMBL2057864","chembl:CHEMBL2057864",0.604937022780374,NA,NA,"DTC","22819190","Metabolic"
"PPARG","TESAGLITAZAR","chembl:CHEMBL282686",0.151234255695093,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","GW501516","iuphar.ligand:2687",0.302468511390187,NA,NA,"DTC; TdgClinicalTrial","23566516","Metabolic"
"PPARG","TZD18","iuphar.ligand:2665",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","EFATUTAZONE","ncit:C83819",0.302468511390187,"agonist","ACTIVATING","TALC",NA,"Metabolic"
"PPARG","L-764406","iuphar.ligand:2696",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","DIMETHENAMID","chembl:CHEMBL1565335",0.100822837130062,NA,NA,"DTC",NA,"Metabolic"
"PPARG","PIOGLITAZONE HYDROCHLORIDE","rxcui:259319",0.172839149365821,"agonist","ACTIVATING","TEND; DTC; TdgClinicalTrial; GuideToPharmacology","16680159; 15745794; 24890090; 21030263","Metabolic"
"PPARG","COMPOUND 10 [O'MAHONY ET AL., 2022]","iuphar.ligand:11974",0.302468511390187,NA,NA,"GuideToPharmacology",NA,"Metabolic"
"PPARG","BENSULIDE","chembl:CHEMBL1895252",0.151234255695093,NA,NA,"DTC",NA,"Metabolic"
"PPARG","9,10-PHENANTHRENEQUINONE","chembl:CHEMBL51931",0.011633404284238,NA,NA,"DTC",NA,"Metabolic"
"PPARG","FLUORODIFEN","chembl:CHEMBL1892429",0.100822837130062,NA,NA,"DTC",NA,"Metabolic"
"PPARG","SHINFLAVANONE","chembl:CHEMBL590635",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","GLABRONE","chembl:CHEMBL600457",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","BALSALAZIDE","rxcui:18747",0.0756171278475467,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","MK-0533","chembl:CHEMBL490029",0.302468511390187,"modulator","NA","ChEMBL",NA,"Metabolic"
"PPARG","RALOXIFENE HYDROCHLORIDE","chembl:CHEMBL1116",0.013748568699554,NA,NA,"DTC",NA,"Metabolic"
"PPARG","GW7647","iuphar.ligand:2674",0.0208598973372543,NA,NA,"DTC","18162399","Metabolic"
"PPARG","INDEGLITAZAR","chembl:CHEMBL1232583",0.100822837130062,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","LERIGLITAZONE","chembl:CHEMBL1267",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","PSAMMAPLIN A","chembl:CHEMBL83747",0.0465336171369519,NA,NA,"DTC","16643023","Metabolic"
"PPARG","HESPERETIN","rxcui:1314255",0.0672152247533749,NA,NA,"DTC","22429094","Metabolic"
"PPARG","L-783483","iuphar.ligand:2688",0.0756171278475467,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","LG100754","iuphar.ligand:2814",0.100822837130062,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","PROPYLPYRAZOLETRIOL","iuphar.ligand:2819",0.0274971373991079,NA,NA,"DTC",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL166112","chembl:CHEMBL166112",0.151234255695093,NA,NA,"DTC",NA,"Metabolic"
"PPARG","METAGLIDASEN","chembl:CHEMBL451321",0.302468511390187,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","TRIPLE MODULATOR 10 [PMID: 29878767]","iuphar.ligand:10002",0.100822837130062,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","GLYCYRRHETINIC ACID","rxcui:1311506",0.0378085639237734,NA,NA,"DTC","21888390","Metabolic"
"PPARG","OMS405","chembl:CHEMBL5095027",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","TAGITININ A","iuphar.ligand:8701",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","RESVERATROL","rxcui:1000492",0.00945214098094334,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Metabolic"
"PPARG","OCHRATOXIN A","iuphar.ligand:4672",0.0336076123766874,NA,NA,"DTC",NA,"Metabolic"
"PPARG","(R)-16 [PMID: 32267688]","iuphar.ligand:10751",0.100822837130062,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","SELADELPAR","rxcui:2690869",0.0756171278475467,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","SULFASALAZINE","rxcui:9524",0.0112025374588958,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","GW1929","iuphar.ligand:2703",0.11342569177132,"agonist","ACTIVATING","DTC; GuideToPharmacology","16680159","Metabolic"
"PPARG","CHEMBL:CHEMBL2208195","chembl:CHEMBL2208195",0.604937022780374,NA,NA,"DTC","23189988","Metabolic"
"PPARG","TIROTUNDIN","iuphar.ligand:8700",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE","drugbank:DB07863",0.0378085639237734,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Metabolic"
"PPARG","METHOXYCHLOR","chembl:CHEMBL362919",0.0604937022780374,NA,NA,"DTC",NA,"Metabolic"
"PPARG","TECNAZENE","chembl:CHEMBL1420059",0.302468511390187,NA,NA,"DTC",NA,"Metabolic"
"PPARG","KANZONOL W","chembl:CHEMBL591772",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","MRL24","iuphar.ligand:6743",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","BEXAROTENE","rxcui:233272",0.0336076123766874,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Metabolic"
"PPARG","CHLORFENAPYR","chembl:CHEMBL1869551",0.0756171278475467,NA,NA,"DTC",NA,"Metabolic"
"PPARG","PGD2","iuphar.ligand:1881",0.0672152247533749,NA,NA,"DTC","23566516","Metabolic"
"PPARG","FMOC-L-LEUCINE","iuphar.ligand:2705",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","MDG 548","iuphar.ligand:9888",0.302468511390187,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","EDAGLITAZONE","ncit:C75189",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL2208197","chembl:CHEMBL2208197",0.604937022780374,NA,NA,"DTC","23189988","Metabolic"
"PPARG","LY-465608","iuphar.ligand:2659",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","TETRADECYLTHIOACETIC ACID","chembl:CHEMBL187734",0.0756171278475467,NA,NA,"DTC","20036122","Metabolic"
"PPARG","FLUOXASTROBIN","chembl:CHEMBL1902591",0.0756171278475467,NA,NA,"DTC",NA,"Metabolic"
"PPARG","EFATUTAZONE HYDROCHLORIDE","chembl:CHEMBL3545279",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL1833984","chembl:CHEMBL1833984",0.604937022780374,NA,NA,"DTC","21889336","Metabolic"
"PPARG","CHEMBL:CHEMBL2178596","chembl:CHEMBL2178596",0.604937022780374,NA,NA,"DTC","22934537","Metabolic"
"PPARG","DB959","chembl:CHEMBL3545176",0.151234255695093,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","REGLITAZAR","ncit:C98152",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","ALDICARB","chembl:CHEMBL91732",0.100822837130062,NA,NA,"DTC",NA,"Metabolic"
"PPARG","BALAGLITAZONE","chembl:CHEMBL2103991",0.302468511390187,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL202243","chembl:CHEMBL202243",0.604937022780374,NA,NA,"DTC","16263282","Metabolic"
"PPARG","PHENOLPHTHALEIN","rxcui:155122",0.0378085639237734,NA,NA,"DTC",NA,"Metabolic"
"PPARG","SODELGLITAZAR","chembl:CHEMBL2104984",0.100822837130062,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","ICOSAPENT ETHYL","rxcui:1304974",0.0756171278475467,NA,NA,"TdgClinicalTrial",NA,"Metabolic"
"PPARG","ISOSILYBIN A","chembl:CHEMBL592676",0.201645674260125,NA,NA,"DTC","24597776","Metabolic"
"PPARG","ESTRADIOL VALERATE","rxcui:24395",0.00672152247533749,NA,NA,"DTC",NA,"Metabolic"
"PPARG","AVE0847","chembl:CHEMBL3545295",0.151234255695093,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","SPIRONOLACTONE","rxcui:9997",0.0201645674260125,NA,NA,"DTC",NA,"Metabolic"
"PPARG","L-796449","iuphar.ligand:2689",0.151234255695093,"agonist","ACTIVATING","GuideToPharmacology",NA,"Metabolic"
"PPARG","LICOFLAVANONE A","chembl:CHEMBL506929",0.604937022780374,NA,NA,"DTC","20022509","Metabolic"
"PPARG","ETALOCIB","ncit:C1626",0.151234255695093,"agonist","ACTIVATING","ChEMBL",NA,"Metabolic"
"PPARG","CHEMBL:CHEMBL1834951","chembl:CHEMBL1834951",0.604937022780374,NA,NA,"DTC","21889336","Metabolic"
